event_id,supply_security_impact,procurement_cost_impact,investment_opportunity_impact,geopolitical_risk_impact,catl_exposure,impact_level,impact_summary
db51d07cdd13,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
fe14d1478f98,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2acb3cc11d6d,高,高,低,低,Greenbushes / lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c92bea36d33b,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
a05e2d5a579c,低,低,低,中,Australia / spodumene,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
fd2c6f8d9559,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
140a3a39ee2e,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
c742adb83fec,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
0261c17fc123,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e5a91bbbd0eb,低,低,低,低,China / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d9953478d5c9,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
872d0d700b7e,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6eac112c828e,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7c620818bc18,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
515f1f600613,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
585f19adb8f5,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f522549bc45a,低,低,低,低,Argentina / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5384c9a10660,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ead1a1f472e8,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
5228b898b9cc,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
92ca9069b345,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
108f2349982b,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3bb981e7e2d2,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
05e43816db27,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
be897a1850f2,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
88ba1189c0a8,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ea344f43ddc3,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ba705a386050,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
67421ff93d40,中,低,高,低,China / Olaroz / brine,高,China项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
a93ce4fce85c,高,高,低,低,Greenbushes / lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
54dd8ca454e1,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a98113d8b950,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1d18ad1f822f,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a9000f2a3586,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7866caf955cf,低,低,低,低,Argentina / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e965b2c980c0,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
65a3a98edf88,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3ac3e862dbf4,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
74c0a4a1e4cc,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
c665c32398d2,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
037190a639da,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a5436c1e1c01,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8a8f41a0784e,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
d8a8cf468f3b,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
afed736c3e78,高,中,低,高,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
cd721caa5401,中,低,高,低,China / Olaroz / brine,高,China项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
ef5b630b1f66,低,低,低,低,Zimbabwe / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a0198158a270,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
6991bda402d8,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
c9cd68013cc7,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
5b151a462cb9,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
9a6746bfa4f2,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
05e2ea6a4eff,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2157e6184336,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a19d416c8755,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
2fa981d7dfa6,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b0b129f57ca8,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
f1fe6dbe7dfe,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
80e1d7834d9c,低,低,低,低,Brazil / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
237a019e5670,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d9acde3fe146,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
39bdb13ba56a,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
78f5cf879194,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
6b62ee6a0fe3,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
56d6c043d21f,中,低,高,低,Argentina / Olaroz / brine,高,Argentina项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
56e179c8804b,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2aa6fc5e6178,低,低,低,中,Australia / lithium hydroxide,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
286a6cc683a6,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
288c29df96c7,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3d9dbc8317a7,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
54df4ce64204,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
5a91af7a932d,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b11cca5d7295,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
309034be6f1c,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
504ad29a4add,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2ea700bc3685,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6fe8e43d6083,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
09d6a65e0df9,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
27ea8b52e20f,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
27a96612ac07,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
cc4c4c83707d,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
fd6dfe4b1891,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
2fd290034b09,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
ba99f8600c4f,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
b827934b8c47,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b6748b79f96d,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
40fff6fa8ac5,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ed72d5b0dbe8,低,低,低,中,Australia / lithium hydroxide,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
0daa85c39049,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
7b8e1f557161,低,低,低,低,Brazil / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3e86094cb7a5,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4fd390b804f3,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0aa64d2a091b,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
42b057e85337,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
95ee7e28efdf,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e1b6b2a76058,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
aa29d96bd932,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4cc43d589693,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7be5009dccc1,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
abd7e0565900,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
f36901d9aa29,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
76cc01a135f4,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
94ea3d9c0798,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
78571c01a88f,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
cc85c3d8e11e,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
49bbd72aad72,低,低,低,低,China / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c96ce30d06fe,中,低,高,低,Argentina / Kachi / brine,高,Argentina项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
4f11c539557a,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e77f83709b66,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4529258c8120,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
695d4313ed30,低,低,低,低,China / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c59e62d399fc,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1c16451e26f4,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7a079a0737dc,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c7e74c2fe865,低,低,低,低,Argentina / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
dfc7bc59a980,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4850e7fba23b,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
16b2c5129c04,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1b11d58ce83d,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e4d2a50b306d,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c662abb0c515,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a10d86653e79,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4d86bb455967,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
bf2bd4f221e8,低,低,高,低,Smackover Formation / lithium carbonate,高,T5 Smackover Partners Signs Offtake Agreement with Glencore for Lithium Carbonate from East Texas Smackover Formation - PR Newswire可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
2d41148346a7,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
081f2f6e69b9,中,低,高,低,China / lithium,高,China项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
15fb813d8713,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
570da7d72680,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
badb77223b5c,高,高,低,低,lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c2d9be8b80f1,高,高,低,低,lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
33e4ea7499dc,高,高,低,低,lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ee633b021754,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
caa19920d8e7,高,高,低,低,lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4607e7b193db,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
4f672e74dc15,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
005b258ed450,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
08f7712a1060,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
c232fdcbae60,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
351e02fe9aff,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
b16050a806ca,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
1d11dc82ea2d,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
288655d41a5e,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
5396214ce0bf,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
a6715e62f30f,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
7db9747186ea,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
d39383c7fe36,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
338adb68f866,低,低,低,中,United States / spodumene,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e3b9c3553710,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
f42a07a690e6,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
6a9f993b44d5,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
0cb53e6fc620,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
50a4ac6c8387,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
11b49e231741,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
88ca37a9df2f,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
edad50bb9b29,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
6a8cf1b0bc85,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
4419afa3f4db,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
24b8fc064240,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
fcbb62ad5caa,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
39a7e9df4202,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
326d30d15e68,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
637170db797a,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
c0b9fe96b25f,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
593d0439487d,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
3f60a4391cca,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
f93c45e5031a,低,低,低,中,United States / spodumene,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
95d7bb43da10,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
9ed897464e80,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
d902523dbbdf,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
dcedd83b3c3d,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
d4c9a79716db,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e25d87a8ecd1,低,低,低,低,Brazil,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4f726a1758b1,低,低,低,低,Brazil,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
58a7e7fa29a3,低,低,低,低,Brazil,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
9eebfc8dfaed,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d22cf74b5d1d,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
f0ad8c5879ac,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
89538bdd31bb,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
fb424913d855,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
5d48ffe482a4,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
60458c819061,低,低,低,低,North American Lithium / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ec20b464da5c,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
cec984daac4c,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
3938b02ded21,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
fbd167eedc99,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
0309837d9f69,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
70e2d609385f,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
bc537433ca26,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
35d3797c6176,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
5ad724f16bf7,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
