event_id,policy_id,country,policy_name,timeline_year,timeline_lane,policy_type,policy_subtype,risk_level,risk_score,impact_score,relevance_score,timeline_weight,is_stock_constraint,is_future_constraint,catl_risk_dimension,risk_direction,summary_label,hover_text,source_url,url,policy_risk_score_norm
timeline_policy_democratic_republic_of_the_congo_temporary_suspension_of_cobalt_export_from_the_democratic_republic_of_congo_2025,policy_democratic_republic_of_the_congo_temporary_suspension_of_cobalt_export_from_the_democratic_republic_of_congo_2025,Democratic Republic of the Congo,Temporary suspension of cobalt export from the Democratic Republic of Congo,2025,其他政策约束,unknown,unknown,中,0.48,0.9,0.55,0.591,False,False,policy_compliance,neutral,Democratic Republic of the Congo｜unknown｜中,国家：Democratic Republic of the Congo<br>政策名称：Temporary suspension of cobalt export from the Democratic Republic of Congo<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://www.linkedin.com/posts/minminesrdc_arecoms-activity-7342299328536850432-WCex/,https://www.linkedin.com/posts/minminesrdc_arecoms-activity-7342299328536850432-WCex/,https://www.linkedin.com/posts/minminesrdc_arecoms-activity-7342299328536850432-WCex/,0.48
timeline_policy_poland_naszeauto_programme_2025,policy_poland_naszeauto_programme_2025,Poland,NaszEauto programme,2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,Poland｜environment_policy｜中高,国家：Poland<br>政策名称：NaszEauto programme<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://www.gov.pl/web/nfosigw/program-naszeauto-do-40-tys-zl-doplaty-do-samochodu-elektrycznego,https://www.gov.pl/web/nfosigw/program-naszeauto-do-40-tys-zl-doplaty-do-samochodu-elektrycznego,https://www.gov.pl/web/nfosigw/program-naszeauto-do-40-tys-zl-doplaty-do-samochodu-elektrycznego,0.65
timeline_policy_switzerland_revision_of_the_co2_act_2025,policy_switzerland_revision_of_the_co2_act_2025,Switzerland,Revision of the CO2 Act,2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,Switzerland｜environment_policy｜中高,国家：Switzerland<br>政策名称：Revision of the CO2 Act<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://www.fedlex.admin.ch/eli/fga/2022/2651/de,https://www.fedlex.admin.ch/eli/fga/2022/2651/de,https://www.fedlex.admin.ch/eli/fga/2022/2651/de,0.65
timeline_policy_switzerland_environmental_protection_act_2025,policy_switzerland_environmental_protection_act_2025,Switzerland,Environmental Protection Act,2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,Switzerland｜environment_policy｜中高,国家：Switzerland<br>政策名称：Environmental Protection Act<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://www.fedlex.admin.ch/eli/fga/2024/686/de#annex_u1/lvl_u1/lvl_4/mod_u16,https://www.fedlex.admin.ch/eli/fga/2024/686/de#annex_u1/lvl_u1/lvl_4/mod_u16,https://www.fedlex.admin.ch/eli/fga/2024/686/de#annex_u1/lvl_u1/lvl_4/mod_u16,0.65
timeline_policy_people_s_republic_of_china_anhui_province_allows_free_passage_for_low_carbon_zero_carbon_vessels_on_the_jianghuai,policy_people_s_republic_of_china_anhui_province_allows_free_passage_for_low_carbon_zero_carbon_vessels_on_the_jianghuai,People's Republic of China,Anhui Province allows free passage for low-carbon/zero-carbon vessels on the Jianghuai Canal (from Aug 2025 till Dec 2027),2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,People's Republic of China｜environment_policy｜中高,国家：People's Republic of China<br>政策名称：Anhui Province allows free passage for low-carbon/zero-carbon vessels on the Jianghuai Canal (from Aug 2025 till Dec 2027)<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://www.mot.gov.cn/jiaotongyaowen/202508/t20250805_4173965.html,https://www.mot.gov.cn/jiaotongyaowen/202508/t20250805_4173965.html,https://www.mot.gov.cn/jiaotongyaowen/202508/t20250805_4173965.html,0.65
timeline_policy_kazakhstan_modernization_of_energy_and_communal_sectors_meks_2025_2029_2025,policy_kazakhstan_modernization_of_energy_and_communal_sectors_meks_2025_2029_2025,Kazakhstan,Modernization of Energy and Communal Sectors (MEKS) 2025â2029,2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,Kazakhstan｜environment_policy｜中高,国家：Kazakhstan<br>政策名称：Modernization of Energy and Communal Sectors (MEKS) 2025â2029<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://adilet.zan.kz/kaz/docs/P2400001102/history,https://adilet.zan.kz/kaz/docs/P2400001102/history,https://adilet.zan.kz/kaz/docs/P2400001102/history,0.65
timeline_policy_croatia_incentives_for_energy_renovation_to_combat_energy_poverty_2025,policy_croatia_incentives_for_energy_renovation_to_combat_energy_poverty_2025,Croatia,Incentives for energy renovation to combat energy poverty,2025,环保保护与水资源约束,environment_policy,unknown,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,Croatia｜environment_policy｜中高,国家：Croatia<br>政策名称：Incentives for energy renovation to combat energy poverty<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://build-up.ec.europa.eu/en/news-and-events/news/croatia-allocates-eu25-million-energy-renovation-combat-energy-poverty,https://build-up.ec.europa.eu/en/news-and-events/news/croatia-allocates-eu25-million-energy-renovation-combat-energy-poverty,https://build-up.ec.europa.eu/en/news-and-events/news/croatia-allocates-eu25-million-energy-renovation-combat-energy-poverty,0.65
timeline_policy_people_s_republic_of_china_key_research_directions_for_green_and_low_carbon_standards_in_industry_and_information,policy_people_s_republic_of_china_key_research_directions_for_green_and_low_carbon_standards_in_industry_and_information,People's Republic of China,Key Research Directions for Green and Low-Carbon Standards in Industry and Information Technology (2025-2027),2025,环保保护与水资源约束,environment_policy,recycling_support,中高,0.65,0.7,0.35,0.578,False,False,project_schedule;policy_compliance,restrictive,People's Republic of China｜environment_policy｜中高,国家：People's Republic of China<br>政策名称：Key Research Directions for Green and Low-Carbon Standards in Industry and Information Technology (2025-2027)<br>政策类型：environment_policy<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.65<br>影响维度：project_schedule;policy_compliance<br>来源：https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2025/art_e9123ba56ce74d74b09124019c7d509b.html,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2025/art_e9123ba56ce74d74b09124019c7d509b.html,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2025/art_e9123ba56ce74d74b09124019c7d509b.html,0.65
timeline_iea_26068_zimbabwe_strategic_minerals_list_policy_zimbabwe_zimbabwe_s_strategic_minerals_list_2023,iea_26068_zimbabwe_strategic_minerals_list_policy_zimbabwe_zimbabwe_s_strategic_minerals_list_2023,Zimbabwe,Zimbabwe's Strategic Minerals List,2025,战略规划与产业支持,strategic_plan,unknown,中,0.43,0.45,0.9,0.576,True,False,policy_compliance,supportive,Zimbabwe｜strategic_plan｜中,国家：Zimbabwe<br>政策名称：Zimbabwe's Strategic Minerals List<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：中<br>风险分数：0.43<br>影响维度：policy_compliance<br>来源：https://www.iea.org/policies/26068-zimbabwes-strategic-minerals-list,https://www.iea.org/policies/26068-zimbabwes-strategic-minerals-list,https://www.iea.org/policies/26068-zimbabwes-strategic-minerals-list,0.43
timeline_policy_malta_financing_schemes_for_active_mobility_2025,policy_malta_financing_schemes_for_active_mobility_2025,Malta,Financing schemes for active mobility,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.56,False,False,procurement_cost;valuation_impact,restrictive,Malta｜tax_royalty｜中高,国家：Malta<br>政策名称：Financing schemes for active mobility<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.transport.gov.mt/Land/Sustainable-Transport/Other-Incentive-Schemes-7055,https://www.transport.gov.mt/Land/Sustainable-Transport/Other-Incentive-Schemes-7055,https://www.transport.gov.mt/Land/Sustainable-Transport/Other-Incentive-Schemes-7055,0.6
timeline_policy_colombia_taxi_modernisation_programme_2025,policy_colombia_taxi_modernisation_programme_2025,Colombia,Taxi Modernisation Programme,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.56,False,False,procurement_cost;valuation_impact,restrictive,Colombia｜tax_royalty｜中高,国家：Colombia<br>政策名称：Taxi Modernisation Programme<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://mintransporte.gov.co/publicaciones/12157/fopat/,https://mintransporte.gov.co/publicaciones/12157/fopat/,https://mintransporte.gov.co/publicaciones/12157/fopat/,0.6
timeline_policy_united_kingdom_plug_in_vehicle_grants_2025,policy_united_kingdom_plug_in_vehicle_grants_2025,United Kingdom,Plug-in vehicle grants,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,United Kingdom｜tax_royalty｜中高,国家：United Kingdom<br>政策名称：Plug-in vehicle grants<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.gov.uk/government/news/120-million-to-roll-out-more-electric-vans-taxis-and-motorbikes,https://www.gov.uk/government/news/120-million-to-roll-out-more-electric-vans-taxis-and-motorbikes,https://www.gov.uk/government/news/120-million-to-roll-out-more-electric-vans-taxis-and-motorbikes,0.6
timeline_policy_israel_resolution_286_on_pricing_of_greenhouse_gas_emissions_2025,policy_israel_resolution_286_on_pricing_of_greenhouse_gas_emissions_2025,Israel,Resolution 286 on pricing of greenhouse gas emissions,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Israel｜tax_royalty｜中高,国家：Israel<br>政策名称：Resolution 286 on pricing of greenhouse gas emissions<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.gov.il/he/departments/policies/dec286_2021,https://www.gov.il/he/departments/policies/dec286_2021,https://www.gov.il/he/departments/policies/dec286_2021,0.6
timeline_policy_thailand_draft_ministerial_regulation_on_excise_tax_rates_carbon_pricing_on_petroleum_products_2025,policy_thailand_draft_ministerial_regulation_on_excise_tax_rates_carbon_pricing_on_petroleum_products_2025,Thailand,Draft Ministerial Regulation on Excise Tax Rates - carbon pricing on petroleum products,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Thailand｜tax_royalty｜中高,国家：Thailand<br>政策名称：Draft Ministerial Regulation on Excise Tax Rates - carbon pricing on petroleum products<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.thaigov.go.th/news/contents/details/92842,https://www.thaigov.go.th/news/contents/details/92842,https://www.thaigov.go.th/news/contents/details/92842,0.6
timeline_policy_bangladesh_tax_exemption_for_renewable_energy_based_power_facilities_2025,policy_bangladesh_tax_exemption_for_renewable_energy_based_power_facilities_2025,Bangladesh,Tax exemption for renewable energy-based power facilities,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Bangladesh｜tax_royalty｜中高,国家：Bangladesh<br>政策名称：Tax exemption for renewable energy-based power facilities<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.dpp.gov.bd/upload_file/gazettes/56325_25593.pdf,https://www.dpp.gov.bd/upload_file/gazettes/56325_25593.pdf,https://www.dpp.gov.bd/upload_file/gazettes/56325_25593.pdf,0.6
timeline_policy_norway_lower_cost_of_consumer_electricity_bills_2025,policy_norway_lower_cost_of_consumer_electricity_bills_2025,Norway,Lower cost of consumer electricity bills,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Norway｜tax_royalty｜中高,国家：Norway<br>政策名称：Lower cost of consumer electricity bills<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.regjeringen.no/en/aktuelt/new-steps-to-reduce-electricity-bills-and-maintain-control-over-national-energy-resources/id3085960/,https://www.regjeringen.no/en/aktuelt/new-steps-to-reduce-electricity-bills-and-maintain-control-over-national-energy-resources/id3085960/,https://www.regjeringen.no/en/aktuelt/new-steps-to-reduce-electricity-bills-and-maintain-control-over-national-energy-resources/id3085960/,0.6
timeline_policy_israel_solar_panel_promotion_2025,policy_israel_solar_panel_promotion_2025,Israel,Solar Panel promotion,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Israel｜tax_royalty｜中高,国家：Israel<br>政策名称：Solar Panel promotion<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.timesofisrael.com/energy-ministry-invest-in-solar-panels-enjoy-15-annual-return-for-25-years/,https://www.timesofisrael.com/energy-ministry-invest-in-solar-panels-enjoy-15-annual-return-for-25-years/,https://www.timesofisrael.com/energy-ministry-invest-in-solar-panels-enjoy-15-annual-return-for-25-years/,0.6
timeline_policy_denmark_heat_pump_pool_2025,policy_denmark_heat_pump_pool_2025,Denmark,Heat Pump Pool,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Denmark｜tax_royalty｜中高,国家：Denmark<br>政策名称：Heat Pump Pool<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.retsinformation.dk/eli/lta/2025/137,https://www.retsinformation.dk/eli/lta/2025/137,https://www.retsinformation.dk/eli/lta/2025/137,0.6
timeline_policy_denmark_energy_renovation_pool_2025,policy_denmark_energy_renovation_pool_2025,Denmark,Energy Renovation Pool,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Denmark｜tax_royalty｜中高,国家：Denmark<br>政策名称：Energy Renovation Pool<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.retsinformation.dk/eli/lta/2025/143,https://www.retsinformation.dk/eli/lta/2025/143,https://www.retsinformation.dk/eli/lta/2025/143,0.6
timeline_policy_people_s_republic_of_china_high_quality_development_action_plan_for_new_energy_storage_manufacturing_2025,policy_people_s_republic_of_china_high_quality_development_action_plan_for_new_energy_storage_manufacturing_2025,People's Republic of China,High-Quality Development Action Plan for New Energy Storage Manufacturing,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,People's Republic of China｜tax_royalty｜中高,国家：People's Republic of China<br>政策名称：High-Quality Development Action Plan for New Energy Storage Manufacturing<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.gov.cn/zhengce/zhengceku/202502/content_7004135.htm,https://www.gov.cn/zhengce/zhengceku/202502/content_7004135.htm,https://www.gov.cn/zhengce/zhengceku/202502/content_7004135.htm,0.6
timeline_policy_mexico_current_incentives_for_electric_mobility_in_the_megalopolis_2025,policy_mexico_current_incentives_for_electric_mobility_in_the_megalopolis_2025,Mexico,Current Incentives for Electric Mobility in the Megalopolis,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Mexico｜tax_royalty｜中高,国家：Mexico<br>政策名称：Current Incentives for Electric Mobility in the Megalopolis<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.gob.mx/cms/uploads/attachment/file/832518/4.Incentivos_vigentes.pdf,https://www.gob.mx/cms/uploads/attachment/file/832518/4.Incentivos_vigentes.pdf,https://www.gob.mx/cms/uploads/attachment/file/832518/4.Incentivos_vigentes.pdf,0.6
timeline_policy_sweden_municipal_incentive_scheme_for_wind_power_expansion_2025,policy_sweden_municipal_incentive_scheme_for_wind_power_expansion_2025,Sweden,Municipal incentive scheme for wind power expansion,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Sweden｜tax_royalty｜中高,国家：Sweden<br>政策名称：Municipal incentive scheme for wind power expansion<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.regeringen.se/contentassets/bfe4593f9b0d462f834bc8bbd052a921/budgetpropositionen-for-2025-hela-dokumentet-prop.2024251.pdf,https://www.regeringen.se/contentassets/bfe4593f9b0d462f834bc8bbd052a921/budgetpropositionen-for-2025-hela-dokumentet-prop.2024251.pdf,https://www.regeringen.se/contentassets/bfe4593f9b0d462f834bc8bbd052a921/budgetpropositionen-for-2025-hela-dokumentet-prop.2024251.pdf,0.6
timeline_policy_sweden_budget_2025_and_2026_tax_reduction_on_green_technology_installation_2025,policy_sweden_budget_2025_and_2026_tax_reduction_on_green_technology_installation_2025,Sweden,Budget 2025 and 2026 - tax reduction on green technology installation,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Sweden｜tax_royalty｜中高,国家：Sweden<br>政策名称：Budget 2025 and 2026 - tax reduction on green technology installation<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.government.se/contentassets/945f660da54f42daa102ca63f971a9fa/budget-statement.pdf,https://www.government.se/contentassets/945f660da54f42daa102ca63f971a9fa/budget-statement.pdf,https://www.government.se/contentassets/945f660da54f42daa102ca63f971a9fa/budget-statement.pdf,0.6
timeline_policy_france_benefit_in_kind_bik_advantages_for_electric_vehicles_2025,policy_france_benefit_in_kind_bik_advantages_for_electric_vehicles_2025,France,Benefit-in-Kind (BIK) Advantages for Electric Vehicles,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,France｜tax_royalty｜中高,国家：France<br>政策名称：Benefit-in-Kind (BIK) Advantages for Electric Vehicles<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,0.6
timeline_policy_france_incentive_tax_on_fleet_greening_2025,policy_france_incentive_tax_on_fleet_greening_2025,France,Incentive Tax on Fleet Greening,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,France｜tax_royalty｜中高,国家：France<br>政策名称：Incentive Tax on Fleet Greening<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051168007,0.6
timeline_policy_finland_scheme_to_support_investment_in_strategic_sectors_and_industrial_decarbonization_2025,policy_finland_scheme_to_support_investment_in_strategic_sectors_and_industrial_decarbonization_2025,Finland,Scheme to support investment in strategic sectors and industrial decarbonization,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Finland｜tax_royalty｜中高,国家：Finland<br>政策名称：Scheme to support investment in strategic sectors and industrial decarbonization<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://ec.europa.eu/commission/presscorner/detail/en/ip_25_527,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_527,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_527,0.6
timeline_policy_portugal_saf_production_tenders_2025,policy_portugal_saf_production_tenders_2025,Portugal,SAF production tenders,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Portugal｜tax_royalty｜中高,国家：Portugal<br>政策名称：SAF production tenders<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.ambienteonline.pt/destaques/governo-lanca-concursos-para-producao-de-combustivel-sustentavel-para-aviacao,https://www.ambienteonline.pt/destaques/governo-lanca-concursos-para-producao-de-combustivel-sustentavel-para-aviacao,https://www.ambienteonline.pt/destaques/governo-lanca-concursos-para-producao-de-combustivel-sustentavel-para-aviacao,0.6
timeline_policy_india_130_ktpa_tender_state_of_maharashtra_2025,policy_india_130_ktpa_tender_state_of_maharashtra_2025,India,130 ktpa tender - State of Maharashtra,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,India｜tax_royalty｜中高,国家：India<br>政策名称：130 ktpa tender - State of Maharashtra<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://mahatenders.gov.in/nicgep/app?component=%24DirectLink&pag,https://mahatenders.gov.in/nicgep/app?component=%24DirectLink&pag,https://mahatenders.gov.in/nicgep/app?component=%24DirectLink&pag,0.6
timeline_policy_india_green_energy_policy_telangana_2025,policy_india_green_energy_policy_telangana_2025,India,Green Energy Policy - Telangana,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,India｜tax_royalty｜中高,国家：India<br>政策名称：Green Energy Policy - Telangana<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://tgredco.telangana.gov.in/Updates_2025/Telangana_Clean_and_Green_Energy_Policy_2025.pdf,https://tgredco.telangana.gov.in/Updates_2025/Telangana_Clean_and_Green_Energy_Policy_2025.pdf,https://tgredco.telangana.gov.in/Updates_2025/Telangana_Clean_and_Green_Energy_Policy_2025.pdf,0.6
timeline_policy_jordan_tax_incentives_for_renewable_hydrogen_2025,policy_jordan_tax_incentives_for_renewable_hydrogen_2025,Jordan,Tax incentives for renewable hydrogen,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Jordan｜tax_royalty｜中高,国家：Jordan<br>政策名称：Tax incentives for renewable hydrogen<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://petra.gov.jo/Include/InnerPage.jsp?ID=74515&lang=en&name=en_news,https://petra.gov.jo/Include/InnerPage.jsp?ID=74515&lang=en&name=en_news,https://petra.gov.jo/Include/InnerPage.jsp?ID=74515&lang=en&name=en_news,0.6
timeline_policy_lao_people_s_democratic_republic_national_green_hydrogen_and_ammonia_roadmap_2025,policy_lao_people_s_democratic_republic_national_green_hydrogen_and_ammonia_roadmap_2025,Lao People's Democratic Republic,National green hydrogen and ammonia roadmap,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Lao People's Democratic Republic｜tax_royalty｜中高,国家：Lao People's Democratic Republic<br>政策名称：National green hydrogen and ammonia roadmap<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://climatecompatiblegrowth.com/wp-content/uploads/Report-Final-Draft_Signed-01-1.pdf,https://climatecompatiblegrowth.com/wp-content/uploads/Report-Final-Draft_Signed-01-1.pdf,https://climatecompatiblegrowth.com/wp-content/uploads/Report-Final-Draft_Signed-01-1.pdf,0.6
timeline_policy_hungary_scheme_for_manufacturing_capacity_for_clean_technologies_2025,policy_hungary_scheme_for_manufacturing_capacity_for_clean_technologies_2025,Hungary,Scheme for manufacturing capacity for clean technologies,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Hungary｜tax_royalty｜中高,国家：Hungary<br>政策名称：Scheme for manufacturing capacity for clean technologies<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://ec.europa.eu/commission/presscorner/detail/en/ip_25_3091,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_3091,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_3091,0.6
timeline_policy_ireland_climate_action_plan_2025_cap25_2025,policy_ireland_climate_action_plan_2025_cap25_2025,Ireland,Climate Action Plan 2025 (CAP25),2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Ireland｜tax_royalty｜中高,国家：Ireland<br>政策名称：Climate Action Plan 2025 (CAP25)<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://assets.gov.ie/static/documents/c491032e/DECC_Climate_Action_Plan_2025_Main_Report_-_Final_Web.pdf,https://assets.gov.ie/static/documents/c491032e/DECC_Climate_Action_Plan_2025_Main_Report_-_Final_Web.pdf,https://assets.gov.ie/static/documents/c491032e/DECC_Climate_Action_Plan_2025_Main_Report_-_Final_Web.pdf,0.6
